continent,country,income,life_exp,population,year
africa,Chad,594.0,30.9,1432000,1892
americas,Honduras,1696.0,33.9,472367,1892
africa,Kenya,1138.0,25.5,2574000,1892
europe,Luxembourg,3412.0,43.44,202947,1892
africa,Equatorial Guinea,402.0,29.8,102064,1892
americas,Dominican Republic,988.0,29.9,421059,1892
asia,Lao,1029.0,31.9,1030583,1892
europe,Latvia,1176.0,43.63,1144113,1892
americas,Aruba,1356.0,34.42,28105,1892
africa,Egypt,1191.0,33.0,9310897,1892
africa,Western Sahara,,34.75,6751,1892
americas,Uruguay,6012.0,32.9,727000,1892
africa,Libya,2544.0,33.1,770488,1892
asia,"Macao, China",1270.0,34.7,67737,1892
europe,Ukraine,1195.0,36.6,21819772,1892
africa,Madagascar,813.0,30.5,2749727,1892
asia,Malaysia,1230.0,30.6,1697314,1892
asia,Maldives,839.0,32.65,64457,1892
europe,Azerbaijan,1113.0,30.57,1702108,1892
africa,Mali,619.0,26.41,2720765,1892
africa,Liberia,970.0,31.1,566092,1892
asia,Tonga,848.0,28.2,19752,1892
europe,Malta,1516.0,38.15,214040,1892
asia,Marshall Islands,570.0,,9089,1892
europe,San Marino,2094.0,,8768,1892
asia,Kyrgyz Republic,958.0,25.34,1024088,1892
africa,Mauritania,749.0,32.0,516315,1892
asia,Kiribati,597.0,24.9,22045,1892
europe,"Macedonia, FYR",1368.0,36.1,738263,1892
asia,Solomon Islands,469.0,25.1,78848,1892
asia,Uzbekistan,606.0,28.33,3711560,1892
europe,Monaco,4618.0,,13131,1892
africa,Malawi,355.0,30.3,737000,1892
asia,Mongolia,670.0,31.8,696580,1892
europe,Montenegro,2097.0,35.4,238914,1892
africa,Morocco,813.0,33.1,4408570,1892
africa,Mozambique,412.0,30.28,3903624,1892
africa,Namibia,1586.0,32.4,229000,1892
africa,Niger,633.0,30.8,1816039,1892
asia,Nepal,775.0,32.8,5210074,1892
asia,Kazakhstan,1786.0,27.6,3943577,1892
europe,Estonia,1469.0,42.57,646755,1892
asia,New Zealand,6343.0,43.87,686000,1892
asia,Nauru,786.0,,2388,1892
americas,St. Lucia,1111.0,28.01,42739,1892
asia,North Korea,527.0,26.0,4704528,1892
asia,Oman,1349.0,32.3,404563,1892
asia,Palestine,1307.0,32.1,258089,1892
asia,Pakistan,1103.0,23.56,17987898,1892
asia,Palau,1074.0,,5562,1892
africa,Zambia,828.0,32.6,747000,1892
americas,Panama,1912.0,32.9,236286,1892
asia,Papua New Guinea,699.0,31.5,1186610,1892
americas,Colombia,1163.0,32.0,3486337,1892
europe,Slovenia,2793.0,36.6,884587,1892
asia,Wallis et Futuna,,,5307,1893
africa,St. Helena,,,3772,1893
europe,Liechtenstein,,,9422,1893
europe,Kosovo,,,727726,1893
europe,Gibraltar,,,14880,1893
europe,Faeroe Islands,,,21753,1893
americas,British Virgin Islands,,,4658,1893
americas,Virgin Islands (U.S.),,33.4,32442,1893
africa,Reunion,,33.0,161163,1893
americas,Netherlands Antilles,,34.41,73149,1893
americas,Martinique,,30.15,145004,1893
asia,French Polynesia,,25.6,33209,1893
americas,French Guiana,,30.5,16833,1893
africa,Zimbabwe,972.0,33.7,1828523,1893
americas,Venezuela,1526.0,32.2,2314000,1893
asia,Cook Is,,,9755,1893
americas,United States,5792.0,46.33,67231000,1893
asia,United Arab Emirates,1808.0,30.7,45629,1893
asia,New Caledonia,,26.0,45854,1893
asia,Tuvalu,923.0,,3757,1893
asia,Turkmenistan,1674.0,24.06,717667,1893
europe,Turkey,1881.0,35.0,13412260,1893
africa,Tunisia,1019.0,28.8,1507132,1893
asia,Northern Mariana Islands,,,5073,1893
asia,Timor-Leste,626.0,28.95,307122,1893
asia,Thailand,1311.0,30.4,6858694,1893
asia,Tajikistan,916.0,25.84,909510,1893
asia,Syria,1427.0,31.1,1790492,1893
europe,Switzerland,8276.0,46.07,3040000,1893
africa,Uganda,662.0,25.3,2678006,1893
africa,Swaziland,698.0,32.3,86000,1893
americas,Suriname,2683.0,32.9,139924,1893
africa,Sudan,739.0,31.4,5673471,1893
americas,St. Vincent and the Grenadines,1374.0,25.99,42313,1893
europe,Spain,2596.0,32.44,17996000,1893
africa,South Sudan,724.0,26.67,1459333,1893
asia,South Korea,524.0,25.8,9862375,1893
asia,Taiwan,1095.0,28.3,2604054,1893
africa,Somalia,758.0,29.4,1582288,1893
europe,United Kingdom,6963.0,44.87,35211963,1893
asia,Singapore,2162.0,34.0,172529,1893
africa,Mayotte,,32.5,11583,1893
europe,Serbia,2711.0,35.5,4079032,1893
africa,Senegal,709.0,25.2,1648252,1893
asia,Yemen,1141.0,23.39,3069456,1893
asia,Saudi Arabia,965.0,32.1,2513107,1893
africa,Sao Tome and Principe,1010.0,31.0,39204,1893
asia,Samoa,1799.0,25.4,34664,1893
africa,Rwanda,485.0,31.8,1457251,1893
americas,Falkland Is (Malvinas),,,382,1893
europe,Russia,2539.0,27.6,60817278,1893
americas,Puerto Rico,2049.0,30.43,872609,1893
europe,Portugal,2037.0,35.6,5141000,1893
europe,Poland,2276.0,38.32,23407019,1893
asia,Pakistan,1129.0,24.37,18079296,1893
europe,Germany,3946.0,41.79,49123000,1893
europe,Georgia,834.0,33.47,2092475,1893
africa,Ethiopia,538.0,29.7,8253269,1893
asia,Vietnam,1017.0,32.0,14574791,1893
europe,Lithuania,2255.0,38.71,1521618,1893
americas,Ecuador,846.0,32.9,1298196,1893
americas,Dominica,1087.0,,27389,1893
africa,Djibouti,1009.0,29.9,40022,1893
americas,Cayman Islands,1704.0,,4415,1893
asia,Myanmar,1086.0,30.8,8210020,1893
europe,Greece,2748.0,38.68,4621000,1893
americas,Cuba,2541.0,27.06,1643949,1893
europe,Croatia,2688.0,36.1,2332758,1893
europe,Isle of Man,,,38004,1893
europe,Cyprus,2028.0,38.51,214322,1893
africa,"Congo, Rep.",748.0,32.7,534109,1893
asia,Niue,,,4571,1893
europe,Denmark,4800.0,47.14,2344000,1893
americas,Antigua and Barbuda,1241.0,33.54,36591,1893
asia,Vanuatu,752.0,24.3,37638,1893
africa,Botswana,567.0,33.6,121000,1893
africa,Comoros,765.0,32.1,99938,1893
asia,Kuwait,1989.0,26.0,92365,1893
africa,Guinea-Bissau,827.0,32.0,354609,1893
americas,Turks and Caicos Islands,798.0,,4814,1893
americas,Montserrat,,,12000,1893
americas,Bermuda,2013.0,,15557,1893
americas,Trinidad and Tobago,1833.0,38.8,223890,1893
asia,China,921.0,32.0,385968999,1893
americas,Chile,3155.0,32.0,2712925,1893
africa,Ghana,773.0,28.0,1812292,1893
americas,Bahamas,2370.0,35.18,49144,1893
europe,Netherlands,5797.0,45.8,4684000,1893
americas,St. Kitts and Nevis,1910.0,,29905,1893
americas,Anguilla,,,3409,1893
europe,France,3613.0,43.6,40014000,1893
africa,Cote d'Ivoire,1179.0,31.16,1786433,1893
asia,Iraq,1429.0,31.2,2067853,1893
africa,Lesotho,414.0,32.8,478270,1893
americas,St.-Pierre-et-Miquelon,,,3025,1893
africa,Eritrea,643.0,30.2,537616,1893
asia,Australia,6173.0,46.22,3334000,1893
europe,Sweden,2917.0,51.36,4848633,1893
asia,Sri Lanka,1743.0,32.6,3524000,1893
europe,Belgium,6442.0,44.44,6300000,1893
africa,Seychelles,1144.0,43.04,16559,1893
asia,Afghanistan,774.0,27.26,4963001,1893
americas,Guadeloupe,,27.66,138091,1893
americas,Brazil,1170.0,31.98,15242000,1893
asia,Qatar,1989.0,30.8,16014,1893
americas,Paraguay,2087.0,35.5,426243,1893
americas,Peru,1463.0,35.7,3407436,1893
europe,Albania,1051.0,35.4,747451,1893
asia,Tokelau,,,405,1893
africa,Central African Republic,605.0,30.0,679269,1893
europe,Moldova,1001.0,33.15,1389635,1893
europe,Romania,2261.0,35.7,10557252,1893
asia,Solomon Islands,471.0,25.1,79204,1893
europe,Slovak Republic,2673.0,36.4,2792459,1893
asia,Philippines,1100.0,30.9,5849914,1893
europe,Holy See,,,905,1893
africa,Mauritius,1341.0,23.17,371000,1893
africa,Gambia,860.0,28.8,177663,1893
africa,Gabon,396.0,30.6,291250,1893
americas,Costa Rica,1757.0,31.84,249172,1893
asia,Guam,,27.5,11539,1893
europe,Austria,4917.0,38.24,5563000,1893
americas,Argentina,5728.0,33.58,3726635,1893
africa,Angola,929.0,26.98,2659259,1893
africa,South Africa,3182.0,33.5,4082446,1893
europe,Greenland,859.0,32.62,15668,1893
europe,Andorra,2942.0,,4273,1893
europe,Armenia,740.0,35.6,804598,1893
asia,Bhutan,729.0,28.8,127932,1893
americas,Barbados,1498.0,32.12,185529,1893
asia,India,1164.0,24.11,232584126,1893
africa,Cape Verde,724.0,33.8,106987,1893
asia,Bangladesh,969.0,22.36,28278685,1893
americas,Belize,949.0,26.5,32117,1893
europe,Norway,3386.0,51.41,2038000,1893
asia,Bahrain,2494.0,30.3,73267,1893
americas,Nicaragua,2118.0,25.4,519645,1893
asia,Cambodia,1009.0,35.0,2705769,1893
africa,Benin,851.0,31.0,1295150,1893
africa,"Congo, Dem. Rep.",712.0,31.6,8362119,1893
americas,Canada,3890.0,45.87,5072000,1893
africa,Cameroon,893.0,28.75,2309995,1893
asia,Fiji,1008.0,26.1,120777,1893
asia,Jordan,1438.0,31.7,307115,1893
americas,El Salvador,1803.0,28.7,690824,1893
americas,Jamaica,970.0,38.6,660965,1893
americas,Bolivia,1709.0,33.0,1646807,1893
americas,Haiti,1335.0,29.0,1452864,1893
asia,"Micronesia, Fed. Sts.",549.0,26.7,23881,1893
europe,Belarus,1016.0,36.2,4595471,1893
africa,Tanzania,686.0,32.2,3908048,1893
asia,Brunei,1942.0,29.2,12373,1893
europe,Bulgaria,1933.0,39.89,3602885,1893
africa,Burkina Faso,522.0,29.2,2831155,1893
africa,Algeria,1622.0,28.82,4616025,1893
americas,Guyana,1991.0,31.12,274534,1893
europe,Bosnia and Herzegovina,1048.0,35.1,1614964,1893
africa,Nigeria,1230.0,30.4,16530200,1893
americas,Guatemala,1556.0,25.81,1301507,1893
europe,San Marino,2110.0,,8825,1893
africa,Guinea,524.0,30.46,1872144,1893
europe,Czech Republic,3589.0,35.0,7205322,1893
africa,Togo,974.0,31.3,846261,1893
africa,Sierra Leone,1047.0,25.1,1294432,1893
americas,Mexico,1993.0,23.29,12263000,1893
asia,"Hong Kong, China",1586.0,34.9,238235,1893
europe,Hungary,2605.0,36.4,6769622,1893
europe,Iceland,2331.0,52.58,98726,1893
americas,Grenada,1310.0,37.3,54864,1893
asia,Indonesia,1150.0,30.0,36227117,1893
europe,Ireland,3741.0,47.29,3278037,1893
asia,Iran,1261.0,25.6,9708564,1893
europe,Channel Islands,,,70576,1893
asia,American Samoa,,,5987,1893
asia,Israel,1010.0,32.0,330540,1893
europe,Italy,3279.0,39.79,32303000,1893
africa,Burundi,456.0,31.5,1580898,1893
europe,Finland,2239.0,43.34,2430000,1893
asia,Japan,1592.0,37.93,41001000,1893
africa,Chad,597.0,30.9,1432000,1893
americas,Honduras,1718.0,33.9,475736,1893
africa,Kenya,1142.0,25.5,2574000,1893
africa,Equatorial Guinea,402.0,29.8,102403,1893
americas,Dominican Republic,994.0,29.9,431793,1893
asia,Lao,1032.0,31.9,1045263,1893
europe,Latvia,1333.0,43.96,1154669,1893
asia,Lebanon,1947.0,29.7,561853,1893
americas,Aruba,1366.0,34.42,28253,1893
africa,Egypt,1203.0,33.0,9429428,1893
africa,Western Sahara,,34.75,6835,1893
americas,Uruguay,6387.0,32.9,748000,1893
africa,Libya,2576.0,33.1,774341,1893
europe,Luxembourg,3453.0,43.95,204272,1893
asia,"Macao, China",1275.0,34.7,67258,1893
europe,Malta,1530.0,38.63,215436,1893
africa,Madagascar,817.0,30.5,2768539,1893
asia,Malaysia,1236.0,30.6,1756422,1893
asia,Maldives,839.0,32.65,64834,1893
europe,Azerbaijan,1261.0,30.77,1717776,1893
africa,Mali,619.0,26.41,2745897,1893
africa,Liberia,972.0,31.1,570757,1893
europe,Ukraine,1355.0,36.6,22022394,1893
asia,Tonga,851.0,8.0,19783,1893
asia,Marshall Islands,571.0,,9145,1893
asia,Kyrgyz Republic,967.0,25.54,1033490,1893
africa,Mauritania,752.0,32.0,518467,1893
asia,Kiribati,598.0,24.9,22109,1893
europe,"Macedonia, FYR",1378.0,36.1,744786,1893
asia,Uzbekistan,685.0,28.53,3745717,1893
europe,Monaco,4672.0,,13227,1893
africa,Malawi,355.0,30.3,737000,1893
asia,Mongolia,672.0,31.8,697907,1893
europe,Montenegro,2111.0,35.4,241031,1893
africa,Morocco,814.0,33.1,4439716,1893
africa,Mozambique,412.0,30.28,3937486,1893
africa,Namibia,1610.0,32.4,229000,1893
africa,Niger,636.0,30.8,1825589,1893
asia,Nepal,781.0,32.8,5219134,1893
asia,Kazakhstan,2024.0,27.8,3979810,1893
europe,Estonia,1665.0,42.73,652715,1893
asia,New Zealand,6323.0,44.31,705000,1893
asia,Nauru,790.0,,2396,1893
americas,St. Lucia,1115.0,28.01,43490,1893
asia,North Korea,527.0,26.0,4713520,1893
asia,Oman,1360.0,32.3,406359,1893
asia,Palestine,1310.0,32.1,261254,1893
asia,Palau,1078.0,,5590,1893
africa,Zambia,830.0,32.6,747000,1893
americas,Panama,1934.0,32.9,239471,1893
asia,Papua New Guinea,702.0,31.5,1194087,1893
americas,Colombia,1166.0,32.0,3546529,1893
europe,Slovenia,2812.0,36.6,892399,1893
asia,Wallis et Futuna,,,5333,1894
africa,St. Helena,,,3709,1894
europe,Kosovo,,,734132,1894
europe,Gibraltar,,,14963,1894
europe,Faeroe Islands,,,21895,1894
americas,British Virgin Islands,,,4688,1894
europe,Liechtenstein,,,9484,1894
americas,Virgin Islands (U.S.),,33.4,32258,1894
africa,Reunion,,33.0,162387,1894
asia,New Caledonia,,26.0,46134,1894
americas,Netherlands Antilles,,34.41,73695,1894
americas,Martinique,,30.15,146091,1894
asia,French Polynesia,,25.6,32731,1894
americas,French Guiana,,30.5,16956,1894
americas,Venezuela,1295.0,32.2,2346000,1894
asia,Cook Is,,,9643,1894
americas,United States,5519.0,46.7,68541000,1894
asia,United Arab Emirates,1834.0,30.7,45884,1894
asia,Tuvalu,926.0,,3778,1894
americas,Turks and Caicos Islands,803.0,,4872,1894
asia,Turkmenistan,1904.0,24.26,724285,1894
africa,Tunisia,1024.0,28.8,1523476,1894
asia,Northern Mariana Islands,,,5102,1894
asia,Timor-Leste,627.0,28.95,310529,1894
asia,Thailand,1315.0,30.4,6922771,1894
asia,Tajikistan,1040.0,26.04,917863,1894
asia,Syria,1440.0,31.1,1800155,1894
europe,Switzerland,7989.0,45.79,3077000,1894
africa,Uganda,665.0,25.3,2686916,1894
africa,Swaziland,702.0,32.3,86000,1894
americas,Suriname,2701.0,32.9,140983,1894
africa,Sudan,743.0,31.4,5698751,1894
americas,St. Vincent and the Grenadines,1383.0,25.99,42985,1894
africa,Western Sahara,,34.75,6919,1894
europe,Spain,2614.0,32.78,18076000,1894
africa,South Sudan,727.0,26.67,1465835,1894
asia,South Korea,523.0,25.8,9867172,1894
asia,Taiwan,1099.0,28.3,2639692,1894
africa,Somalia,759.0,29.4,1592265,1894
europe,United Kingdom,7216.0,48.34,35593770,1894
asia,Singapore,2223.0,34.0,178039,1894
europe,Serbia,2730.0,35.5,4115046,1894
africa,Senegal,713.0,25.2,1659350,1894
asia,Yemen,1144.0,23.39,3079842,1894
asia,Saudi Arabia,968.0,32.1,2521011,1894
africa,Sao Tome and Principe,1012.0,31.0,39497,1894
asia,Tonga,854.0,28.2,19814,1894
asia,Samoa,1805.0,25.4,34422,1894
africa,Rwanda,486.0,31.8,1466280,1894
americas,Falkland Is (Malvinas),,,394,1894
europe,Russia,2887.0,28.1,61378908,1894
europe,Romania,2290.0,35.7,10619393,1894
americas,Puerto Rico,2060.0,30.43,885521,1894
europe,Portugal,1997.0,35.6,5178000,1894
europe,Poland,2318.0,38.62,23594317,1894
asia,Pakistan,1145.0,23.98,18171159,1894
africa,Ghana,763.0,28.0,1823183,1894
europe,Germany,3996.0,42.09,49703000,1894
asia,Myanmar,1097.0,30.8,8465468,1894
europe,Georgia,947.0,33.67,2111730,1894
americas,Brazil,1171.0,31.98,15607000,1894
africa,Ethiopia,538.0,29.7,8370446,1894
asia,Vietnam,1026.0,32.0,14782364,1894
africa,Gabon,396.0,30.6,293695,1894
americas,Dominica,1095.0,,27585,1894
europe,Lithuania,2564.0,39.14,1535647,1894
asia,Tokelau,,,397,1894
europe,Greece,2786.0,38.86,4668000,1894
europe,Cyprus,2053.0,38.51,217034,1894
americas,Cuba,2571.0,22.9,1645949,1894
americas,Ecuador,852.0,32.9,1312273,1894
europe,Croatia,2706.0,36.1,2353357,1894
africa,Zimbabwe,973.0,33.7,1841624,1894
europe,Denmark,4860.0,49.42,2367000,1894
africa,"Congo, Rep.",750.0,32.7,537999,1894
americas,Antigua and Barbuda,1249.0,33.54,36388,1894
asia,Niue,,,4573,1894
asia,Vanuatu,755.0,24.3,37794,1894
africa,Botswana,569.0,33.6,121000,1894
africa,Comoros,766.0,32.1,100726,1894
asia,Kuwait,2018.0,26.0,92880,1894
africa,Guinea-Bissau,828.0,32.0,356977,1894
americas,Montserrat,,,12000,1894
americas,Bermuda,2026.0,,15843,1894
americas,Trinidad and Tobago,1843.0,38.8,229716,1894
americas,Colombia,1169.0,32.0,3607761,1894
asia,China,911.0,32.0,387978999,1894
americas,Chile,3064.0,32.0,2748040,1894
asia,Guam,,27.5,11253,1894
europe,Netherlands,6053.0,46.93,4743000,1894
americas,Bahamas,2386.0,35.18,49726,1894
americas,Panama,1956.0,32.9,242699,1894
africa,Egypt,1216.0,33.0,9549468,1894
africa,Lesotho,414.0,32.8,481877,1894
asia,Australia,6270.0,46.75,3395000,1894
americas,St.-Pierre-et-Miquelon,,,3047,1894
africa,Eritrea,644.0,30.2,544763,1894
africa,Gambia,861.0,28.8,178989,1894
asia,Sri Lanka,1728.0,32.6,3584000,1894
africa,Seychelles,1149.0,43.3,16847,1894
asia,Afghanistan,777.0,27.25,4998790,1894
europe,Belgium,6467.0,46.65,6370000,1894
asia,Qatar,2018.0,30.8,16103,1894
americas,Peru,1467.0,35.7,3428164,1894
americas,St. Kitts and Nevis,1922.0,,30132,1894
africa,Djibouti,1012.0,29.9,40331,1894
europe,Moldova,1137.0,33.15,1402408,1894
americas,Guadeloupe,,27.66,139111,1894
africa,Central African Republic,608.0,30.0,682519,1894
europe,Albania,1065.0,35.4,754741,1894
asia,Solomon Islands,472.0,25.1,79562,1894
africa,Mayotte,,32.5,11637,1894
europe,Slovak Republic,2711.0,36.4,2802646,1894
asia,Philippines,1103.0,30.9,5922344,1894
europe,Holy See,,,905,1894
americas,Barbados,1508.0,32.12,186807,1894
africa,Tanzania,687.0,32.2,3921877,1894
africa,South Africa,3129.0,33.5,4167050,1894
europe,Andorra,2977.0,,4301,1894
americas,Costa Rica,1777.0,32.25,255502,1894
europe,France,3964.0,45.53,40056000,1894
europe,Austria,5162.0,38.71,5622000,1894
americas,Argentina,6427.0,33.44,3851427,1894
africa,Angola,933.0,26.98,2678595,1894
americas,Canada,4035.0,46.21,5121000,1894
africa,Mauritius,1348.0,33.32,371000,1894
americas,Cayman Islands,1715.0,,4474,1894
europe,Greenland,868.0,33.17,15774,1894
europe,Armenia,840.0,35.8,811974,1894
asia,India,1180.0,24.03,233514037,1894
asia,Bangladesh,982.0,22.18,28444483,1894
americas,Nicaragua,2141.0,25.4,525735,1894
americas,Belize,955.0,26.5,32690,1894
europe,Norway,3382.0,50.62,2057000,1894
asia,Bahrain,2522.0,30.3,73675,1894
asia,Cambodia,1011.0,35.0,2722909,1894
africa,Benin,855.0,31.0,1307814,1894
africa,Cape Verde,727.0,33.8,107947,1894
asia,Jordan,1450.0,31.7,309040,1894
asia,Fiji,1012.0,26.1,120666,1894
americas,El Salvador,1818.0,28.7,701094,1894
africa,Cameroon,897.0,28.75,2316860,1894
americas,Jamaica,973.0,39.0,669092,1894
americas,Bolivia,1725.0,33.0,1653746,1894
africa,Cote d'Ivoire,1183.0,31.16,1798597,1894
americas,Haiti,1349.0,29.0,1467707,1894
asia,"Micronesia, Fed. Sts.",549.0,26.7,24004,1894
europe,Belarus,1154.0,36.2,4637748,1894
europe,Bulgaria,1948.0,39.94,3657106,1894
asia,Brunei,1949.0,29.2,12775,1894
africa,Burkina Faso,523.0,29.2,2851809,1894
africa,Algeria,1640.0,28.82,4656516,1894
americas,Guyana,2004.0,31.12,276432,1894
africa,Nigeria,1235.0,30.4,16600981,1894
asia,Bhutan,730.0,28.8,128551,1894
americas,Guatemala,1569.0,25.82,1312107,1894
europe,San Marino,2125.0,,8883,1894
asia,Palestine,1314.0,32.1,264542,1894
africa,Guinea,525.0,30.47,1888714,1894
europe,Czech Republic,3640.0,35.0,7231734,1894
africa,Togo,978.0,31.3,853719,1894
africa,Sierra Leone,1052.0,25.1,1303122,1894
africa,Chad,599.0,30.9,1432000,1894
americas,Mexico,2039.0,26.62,12447000,1894
asia,"Hong Kong, China",1609.0,34.9,246909,1894
europe,Hungary,2641.0,36.53,6819558,1894
europe,Sweden,2931.0,52.1,4881871,1894
europe,Iceland,2357.0,44.79,99370,1894
europe,Turkey,1895.0,35.0,13487499,1894
americas,Grenada,1316.0,37.3,55821,1894
asia,Indonesia,1154.0,30.0,36718502,1894
europe,Ireland,3779.0,47.55,3265230,1894
asia,Iran,1269.0,25.6,9769110,1894
asia,Iraq,1440.0,31.2,2092188,1894
europe,Channel Islands,,,71037,1894
asia,American Samoa,,,5945,1894
asia,Israel,1016.0,32.0,334700,1894
europe,Italy,3294.0,39.91,32513000,1894
americas,Anguilla,,,3434,1894
africa,Burundi,456.0,31.5,1593168,1894
europe,Finland,2338.0,45.22,2511000,1894
europe,Isle of Man,,,38254,1894
asia,Malaysia,1242.0,30.6,1817587,1894
asia,Japan,1765.0,38.01,41350000,1894
americas,Honduras,1740.0,33.9,479129,1894
africa,Kenya,1145.0,25.5,2574000,1894
europe,Luxembourg,3494.0,44.45,205605,1894
africa,Equatorial Guinea,403.0,29.8,102744,1894
americas,Dominican Republic,999.0,29.9,442801,1894
asia,Lao,1034.0,31.9,1060152,1894
europe,Latvia,1516.0,44.29,1165323,1894
asia,Lebanon,1966.0,29.7,565918,1894
americas,Aruba,1375.0,34.42,28401,1894
africa,"Congo, Dem. Rep.",715.0,31.6,8417519,1894
americas,Uruguay,6964.0,32.9,770000,1894
africa,Libya,2607.0,33.1,778214,1894
asia,"Macao, China",1279.0,34.7,66783,1894
europe,Malta,1544.0,39.1,216840,1894
africa,Madagascar,821.0,30.5,2787481,1894
asia,Maldives,839.0,32.65,65212,1894
europe,Azerbaijan,1432.0,30.97,1733589,1894
africa,Mali,620.0,26.41,2771261,1894
africa,Liberia,975.0,31.1,575460,1894
europe,Ukraine,1540.0,36.6,22226899,1894
asia,Marshall Islands,571.0,,9201,1894
asia,Kyrgyz Republic,975.0,25.74,1042979,1894
africa,Mauritania,756.0,32.0,520628,1894
asia,Kiribati,599.0,24.9,22174,1894
europe,"Macedonia, FYR",1387.0,36.1,751367,1894
asia,Uzbekistan,777.0,28.73,3780188,1894
europe,Monaco,4726.0,,13323,1894
africa,Malawi,355.0,30.3,737000,1894
europe,Bosnia and Herzegovina,1052.0,35.1,1629179,1894
asia,Mongolia,673.0,31.8,699238,1894
europe,Montenegro,2126.0,35.4,243167,1894
africa,Morocco,816.0,33.1,4471083,1894
africa,Mozambique,412.0,30.28,3971642,1894
africa,Namibia,1635.0,32.4,229000,1894
africa,Niger,639.0,30.8,1835189,1894
asia,Nepal,787.0,32.8,5228210,1894
asia,Kazakhstan,2301.0,28.0,4016376,1894
europe,Estonia,1893.0,42.88,658729,1894
asia,New Zealand,5975.0,44.76,722000,1894
asia,Nauru,793.0,,2405,1894
americas,St. Lucia,1118.0,28.01,44255,1894
asia,North Korea,526.0,26.0,4722528,1894
asia,Oman,1371.0,32.3,408163,1894
asia,Palau,1081.0,,5618,1894
africa,Zambia,832.0,32.6,747000,1894
asia,Papua New Guinea,704.0,31.5,1201611,1894
americas,Paraguay,2113.0,35.5,428182,1894
europe,Slovenia,2832.0,36.6,900281,1894
asia,Tokelau,,,389,1895
americas,St.-Pierre-et-Miquelon,,,3069,1895
asia,Northern Mariana Islands,,,5131,1895
americas,Montserrat,,,12000,1895
europe,Liechtenstein,,,9548,1895
europe,Isle of Man,,,38506,1895
europe,Gibraltar,,,15048,1895
europe,Faeroe Islands,,,22038,1895
europe,Channel Islands,,,71500,1895
africa,Western Sahara,,34.75,7005,1895
americas,Virgin Islands (U.S.),,33.4,32075,1895
africa,Reunion,,33.0,163621,1895
africa,Mayotte,,32.5,11692,1895
asia,Wallis et Futuna,,,5359,1895
asia,Guam,,27.5,10974,1895
asia,French Polynesia,,25.6,32259,1895
asia,Yemen,1147.0,23.39,3090264,1895
asia,Vietnam,1034.0,32.0,14992895,1895
americas,Falkland Is (Malvinas),,,407,1895
asia,Vanuatu,757.0,24.3,37952,1895
americas,Uruguay,6732.0,32.9,792000,1895
asia,United Arab Emirates,1861.0,30.7,46139,1895
europe,Ukraine,1426.0,36.6,22433302,1895
africa,Uganda,668.0,25.3,2695856,1895
europe,Turkey,1910.0,35.0,13563161,1895
africa,Tunisia,1029.0,28.8,1539998,1895
americas,Guadeloupe,,27.66,140137,1895
americas,Trinidad and Tobago,1853.0,38.8,235694,1895
asia,Timor-Leste,628.0,28.95,313974,1895
asia,Thailand,1319.0,30.4,6987446,1895
africa,Tanzania,689.0,32.2,3935755,1895
asia,Tajikistan,962.0,26.24,926293,1895
asia,Taiwan,1104.0,28.3,2675818,1895
asia,Syria,1453.0,31.1,1809871,1895
europe,Switzerland,8765.0,46.84,3114000,1895
europe,Holy See,,,905,1895
europe,Sweden,3074.0,54.16,4916134,1895
africa,Swaziland,705.0,32.3,86000,1895
americas,Suriname,2720.0,32.9,142049,1895
americas,St. Vincent and the Grenadines,1393.0,25.99,43668,1895
americas,St. Lucia,1122.0,28.01,45034,1895
europe,Spain,2580.0,33.11,18157000,1895
africa,South Sudan,731.0,26.67,1472367,1895
asia,South Korea,523.0,25.8,9871971,1895
americas,Venezuela,1483.0,32.2,2375000,1895
africa,South Africa,3646.0,33.5,4253408,1895
asia,Solomon Islands,474.0,25.1,79921,1895
europe,Slovenia,2851.0,36.6,908232,1895
asia,Singapore,2285.0,34.0,183725,1895
africa,Sierra Leone,1057.0,25.1,1311870,1895
americas,British Virgin Islands,,,4718,1895
asia,Niue,,,4574,1895
africa,Senegal,716.0,25.2,1670523,1895
africa,Sao Tome and Principe,1014.0,31.0,39793,1895
asia,Samoa,1811.0,25.4,34181,1895
africa,Somalia,760.0,29.4,1602306,1895
asia,Qatar,2047.0,30.8,16193,1895
americas,Puerto Rico,2071.0,30.79,898623,1895
europe,Portugal,2068.0,35.6,5215000,1895
europe,Poland,2360.0,38.92,23783114,1895
americas,Argentina,6927.0,33.3,3980398,1895
asia,Maldives,839.0,32.65,65593,1895
africa,Gambia,861.0,28.8,180324,1895
europe,Belarus,1068.0,36.2,4680413,1895
africa,Gabon,396.0,30.6,296160,1895
africa,"Congo, Rep.",752.0,32.7,541917,1895
asia,Myanmar,1109.0,30.8,8728865,1895
asia,Tonga,857.0,28.2,19845,1895
americas,Ecuador,857.0,32.9,1326503,1895
europe,France,3883.0,45.2,40098000,1895
africa,Niger,643.0,30.8,1844840,1895
europe,Czech Republic,3691.0,35.88,7258243,1895
africa,Madagascar,825.0,30.5,2806552,1895
americas,Cuba,2601.0,22.1,1647951,1895
africa,Cote d'Ivoire,1188.0,31.16,1810844,1895
asia,Iraq,1452.0,31.2,2116809,1895
asia,Afghanistan,780.0,27.24,5034836,1895
americas,Colombia,1172.0,32.0,3670049,1895
